,mess_mess-galav,mess_mess-kumard,mess_mess-ssai,remarks_Add-On,remarks_Basic,remarks_Basic-AddOn,day_of_week,time,count
2983,1.0,0.0,0.0,1.0,0.0,0.0,4,533,4
2984,1.0,0.0,0.0,1.0,0.0,0.0,4,534,4
2985,1.0,0.0,0.0,1.0,0.0,0.0,4,535,1
2986,1.0,0.0,0.0,1.0,0.0,0.0,4,536,3
2987,1.0,0.0,0.0,1.0,0.0,0.0,4,537,5
2988,1.0,0.0,0.0,1.0,0.0,0.0,4,538,3
2989,1.0,0.0,0.0,1.0,0.0,0.0,4,539,4
2990,1.0,0.0,0.0,1.0,0.0,0.0,4,540,6
2991,1.0,0.0,0.0,1.0,0.0,0.0,4,541,2
2992,1.0,0.0,0.0,1.0,0.0,0.0,4,543,5
2993,1.0,0.0,0.0,1.0,0.0,0.0,4,544,7
2994,1.0,0.0,0.0,1.0,0.0,0.0,4,545,9
2995,1.0,0.0,0.0,1.0,0.0,0.0,4,546,9
2996,1.0,0.0,0.0,1.0,0.0,0.0,4,547,15
2997,1.0,0.0,0.0,1.0,0.0,0.0,4,548,11
2998,1.0,0.0,0.0,1.0,0.0,0.0,4,549,18
2999,1.0,0.0,0.0,1.0,0.0,0.0,4,550,17
3000,1.0,0.0,0.0,1.0,0.0,0.0,4,551,13
3001,1.0,0.0,0.0,1.0,0.0,0.0,4,552,10
3002,1.0,0.0,0.0,1.0,0.0,0.0,4,553,14
3003,1.0,0.0,0.0,1.0,0.0,0.0,4,554,16
3004,1.0,0.0,0.0,1.0,0.0,0.0,4,555,14
3005,1.0,0.0,0.0,1.0,0.0,0.0,4,556,15
3006,1.0,0.0,0.0,1.0,0.0,0.0,4,557,14
3007,1.0,0.0,0.0,1.0,0.0,0.0,4,558,10
3008,1.0,0.0,0.0,1.0,0.0,0.0,4,559,20
3009,1.0,0.0,0.0,1.0,0.0,0.0,4,560,15
3010,1.0,0.0,0.0,1.0,0.0,0.0,4,561,20
3011,1.0,0.0,0.0,1.0,0.0,0.0,4,562,13
3012,1.0,0.0,0.0,1.0,0.0,0.0,4,563,9
3013,1.0,0.0,0.0,1.0,0.0,0.0,4,564,9
3014,1.0,0.0,0.0,1.0,0.0,0.0,4,565,8
3015,1.0,0.0,0.0,1.0,0.0,0.0,4,566,8
3016,1.0,0.0,0.0,1.0,0.0,0.0,4,567,8
3017,1.0,0.0,0.0,1.0,0.0,0.0,4,568,8
3018,1.0,0.0,0.0,1.0,0.0,0.0,4,569,6
3019,1.0,0.0,0.0,1.0,0.0,0.0,4,570,4
3020,1.0,0.0,0.0,1.0,0.0,0.0,4,571,4
3021,1.0,0.0,0.0,1.0,0.0,0.0,4,572,8
3022,1.0,0.0,0.0,1.0,0.0,0.0,4,573,6
3023,1.0,0.0,0.0,1.0,0.0,0.0,4,574,4
3024,1.0,0.0,0.0,1.0,0.0,0.0,4,575,9
3025,1.0,0.0,0.0,1.0,0.0,0.0,4,576,10
3026,1.0,0.0,0.0,1.0,0.0,0.0,4,577,4
3027,1.0,0.0,0.0,1.0,0.0,0.0,4,578,6
3028,1.0,0.0,0.0,1.0,0.0,0.0,4,579,3
3029,1.0,0.0,0.0,1.0,0.0,0.0,4,580,7
3030,1.0,0.0,0.0,1.0,0.0,0.0,4,581,7
3031,1.0,0.0,0.0,1.0,0.0,0.0,4,582,7
3032,1.0,0.0,0.0,1.0,0.0,0.0,4,583,9
3033,1.0,0.0,0.0,1.0,0.0,0.0,4,584,6
3034,1.0,0.0,0.0,1.0,0.0,0.0,4,585,11
3035,1.0,0.0,0.0,1.0,0.0,0.0,4,586,2
3036,1.0,0.0,0.0,1.0,0.0,0.0,4,587,5
3037,1.0,0.0,0.0,1.0,0.0,0.0,4,588,4
3038,1.0,0.0,0.0,1.0,0.0,0.0,4,589,7
3039,1.0,0.0,0.0,1.0,0.0,0.0,4,590,8
3040,1.0,0.0,0.0,1.0,0.0,0.0,4,591,2
3041,1.0,0.0,0.0,1.0,0.0,0.0,4,592,5
3042,1.0,0.0,0.0,1.0,0.0,0.0,4,593,8
3043,1.0,0.0,0.0,1.0,0.0,0.0,4,594,3
3044,1.0,0.0,0.0,1.0,0.0,0.0,4,595,4
3045,1.0,0.0,0.0,1.0,0.0,0.0,4,596,2
3046,1.0,0.0,0.0,1.0,0.0,0.0,4,597,4
3047,1.0,0.0,0.0,1.0,0.0,0.0,4,598,8
3048,1.0,0.0,0.0,1.0,0.0,0.0,4,599,5
3049,1.0,0.0,0.0,1.0,0.0,0.0,4,600,6
3050,1.0,0.0,0.0,1.0,0.0,0.0,4,601,7
3051,1.0,0.0,0.0,1.0,0.0,0.0,4,602,7
3052,1.0,0.0,0.0,1.0,0.0,0.0,4,603,3
3053,1.0,0.0,0.0,1.0,0.0,0.0,4,604,3
3054,1.0,0.0,0.0,1.0,0.0,0.0,4,605,4
3055,1.0,0.0,0.0,1.0,0.0,0.0,4,606,9
3056,1.0,0.0,0.0,1.0,0.0,0.0,4,607,6
3057,1.0,0.0,0.0,1.0,0.0,0.0,4,608,4
3058,1.0,0.0,0.0,1.0,0.0,0.0,4,609,4
3059,1.0,0.0,0.0,1.0,0.0,0.0,4,610,6
3060,1.0,0.0,0.0,1.0,0.0,0.0,4,611,4
3061,1.0,0.0,0.0,1.0,0.0,0.0,4,612,4
3062,1.0,0.0,0.0,1.0,0.0,0.0,4,613,3
3063,1.0,0.0,0.0,1.0,0.0,0.0,4,614,5
3064,1.0,0.0,0.0,1.0,0.0,0.0,4,615,5
3065,1.0,0.0,0.0,1.0,0.0,0.0,4,616,4
3066,1.0,0.0,0.0,1.0,0.0,0.0,4,617,5
3067,1.0,0.0,0.0,1.0,0.0,0.0,4,618,4
3068,1.0,0.0,0.0,1.0,0.0,0.0,4,619,5
3069,1.0,0.0,0.0,1.0,0.0,0.0,4,620,8
3070,1.0,0.0,0.0,1.0,0.0,0.0,4,621,1
3071,1.0,0.0,0.0,1.0,0.0,0.0,4,622,2
3072,1.0,0.0,0.0,1.0,0.0,0.0,4,623,3
3073,1.0,0.0,0.0,1.0,0.0,0.0,4,624,1
3074,1.0,0.0,0.0,1.0,0.0,0.0,4,625,1
3075,1.0,0.0,0.0,1.0,0.0,0.0,4,626,4
3076,1.0,0.0,0.0,1.0,0.0,0.0,4,627,1
3077,1.0,0.0,0.0,1.0,0.0,0.0,4,631,1
3078,1.0,0.0,0.0,1.0,0.0,0.0,4,633,3
3079,1.0,0.0,0.0,1.0,0.0,0.0,4,635,2
3080,1.0,0.0,0.0,1.0,0.0,0.0,4,638,4
3081,1.0,0.0,0.0,1.0,0.0,0.0,4,644,1
3082,1.0,0.0,0.0,1.0,0.0,0.0,4,748,2
3083,1.0,0.0,0.0,1.0,0.0,0.0,4,750,1
3084,1.0,0.0,0.0,1.0,0.0,0.0,4,751,4
3085,1.0,0.0,0.0,1.0,0.0,0.0,4,752,6
3086,1.0,0.0,0.0,1.0,0.0,0.0,4,753,2
3087,1.0,0.0,0.0,1.0,0.0,0.0,4,755,3
3088,1.0,0.0,0.0,1.0,0.0,0.0,4,756,1
3089,1.0,0.0,0.0,1.0,0.0,0.0,4,757,3
3090,1.0,0.0,0.0,1.0,0.0,0.0,4,758,8
3091,1.0,0.0,0.0,1.0,0.0,0.0,4,759,4
3092,1.0,0.0,0.0,1.0,0.0,0.0,4,760,6
3093,1.0,0.0,0.0,1.0,0.0,0.0,4,761,7
3094,1.0,0.0,0.0,1.0,0.0,0.0,4,762,4
3095,1.0,0.0,0.0,1.0,0.0,0.0,4,763,6
3096,1.0,0.0,0.0,1.0,0.0,0.0,4,764,5
3097,1.0,0.0,0.0,1.0,0.0,0.0,4,765,3
3098,1.0,0.0,0.0,1.0,0.0,0.0,4,766,7
3099,1.0,0.0,0.0,1.0,0.0,0.0,4,767,4
3100,1.0,0.0,0.0,1.0,0.0,0.0,4,768,10
3101,1.0,0.0,0.0,1.0,0.0,0.0,4,769,2
3102,1.0,0.0,0.0,1.0,0.0,0.0,4,770,8
3103,1.0,0.0,0.0,1.0,0.0,0.0,4,771,6
3104,1.0,0.0,0.0,1.0,0.0,0.0,4,772,7
3105,1.0,0.0,0.0,1.0,0.0,0.0,4,773,4
3106,1.0,0.0,0.0,1.0,0.0,0.0,4,774,3
3107,1.0,0.0,0.0,1.0,0.0,0.0,4,775,2
3108,1.0,0.0,0.0,1.0,0.0,0.0,4,776,3
3109,1.0,0.0,0.0,1.0,0.0,0.0,4,779,2
3110,1.0,0.0,0.0,1.0,0.0,0.0,4,780,4
3111,1.0,0.0,0.0,1.0,0.0,0.0,4,782,2
3112,1.0,0.0,0.0,1.0,0.0,0.0,4,783,1
3113,1.0,0.0,0.0,1.0,0.0,0.0,4,784,2
3114,1.0,0.0,0.0,1.0,0.0,0.0,4,785,2
3115,1.0,0.0,0.0,1.0,0.0,0.0,4,787,3
3116,1.0,0.0,0.0,1.0,0.0,0.0,4,788,1
3117,1.0,0.0,0.0,1.0,0.0,0.0,4,789,4
3118,1.0,0.0,0.0,1.0,0.0,0.0,4,790,5
3119,1.0,0.0,0.0,1.0,0.0,0.0,4,791,3
3120,1.0,0.0,0.0,1.0,0.0,0.0,4,792,7
3121,1.0,0.0,0.0,1.0,0.0,0.0,4,793,2
3122,1.0,0.0,0.0,1.0,0.0,0.0,4,794,5
3123,1.0,0.0,0.0,1.0,0.0,0.0,4,795,3
3124,1.0,0.0,0.0,1.0,0.0,0.0,4,796,3
3125,1.0,0.0,0.0,1.0,0.0,0.0,4,797,2
3126,1.0,0.0,0.0,1.0,0.0,0.0,4,798,3
3127,1.0,0.0,0.0,1.0,0.0,0.0,4,799,4
3128,1.0,0.0,0.0,1.0,0.0,0.0,4,800,3
3129,1.0,0.0,0.0,1.0,0.0,0.0,4,801,5
3130,1.0,0.0,0.0,1.0,0.0,0.0,4,802,4
3131,1.0,0.0,0.0,1.0,0.0,0.0,4,803,5
3132,1.0,0.0,0.0,1.0,0.0,0.0,4,804,4
3133,1.0,0.0,0.0,1.0,0.0,0.0,4,805,8
3134,1.0,0.0,0.0,1.0,0.0,0.0,4,806,5
3135,1.0,0.0,0.0,1.0,0.0,0.0,4,807,7
3136,1.0,0.0,0.0,1.0,0.0,0.0,4,808,5
3137,1.0,0.0,0.0,1.0,0.0,0.0,4,809,5
3138,1.0,0.0,0.0,1.0,0.0,0.0,4,810,7
3139,1.0,0.0,0.0,1.0,0.0,0.0,4,811,7
3140,1.0,0.0,0.0,1.0,0.0,0.0,4,812,3
3141,1.0,0.0,0.0,1.0,0.0,0.0,4,813,6
3142,1.0,0.0,0.0,1.0,0.0,0.0,4,814,7
3143,1.0,0.0,0.0,1.0,0.0,0.0,4,815,5
3144,1.0,0.0,0.0,1.0,0.0,0.0,4,816,6
3145,1.0,0.0,0.0,1.0,0.0,0.0,4,817,3
3146,1.0,0.0,0.0,1.0,0.0,0.0,4,818,8
3147,1.0,0.0,0.0,1.0,0.0,0.0,4,819,5
3148,1.0,0.0,0.0,1.0,0.0,0.0,4,820,8
3149,1.0,0.0,0.0,1.0,0.0,0.0,4,821,5
3150,1.0,0.0,0.0,1.0,0.0,0.0,4,822,8
3151,1.0,0.0,0.0,1.0,0.0,0.0,4,823,8
3152,1.0,0.0,0.0,1.0,0.0,0.0,4,824,3
3153,1.0,0.0,0.0,1.0,0.0,0.0,4,825,7
3154,1.0,0.0,0.0,1.0,0.0,0.0,4,826,8
3155,1.0,0.0,0.0,1.0,0.0,0.0,4,827,8
3156,1.0,0.0,0.0,1.0,0.0,0.0,4,828,6
3157,1.0,0.0,0.0,1.0,0.0,0.0,4,829,5
3158,1.0,0.0,0.0,1.0,0.0,0.0,4,830,6
3159,1.0,0.0,0.0,1.0,0.0,0.0,4,831,5
3160,1.0,0.0,0.0,1.0,0.0,0.0,4,832,6
3161,1.0,0.0,0.0,1.0,0.0,0.0,4,833,10
3162,1.0,0.0,0.0,1.0,0.0,0.0,4,834,9
3163,1.0,0.0,0.0,1.0,0.0,0.0,4,835,8
3164,1.0,0.0,0.0,1.0,0.0,0.0,4,836,11
3165,1.0,0.0,0.0,1.0,0.0,0.0,4,837,6
3166,1.0,0.0,0.0,1.0,0.0,0.0,4,838,7
3167,1.0,0.0,0.0,1.0,0.0,0.0,4,839,6
3168,1.0,0.0,0.0,1.0,0.0,0.0,4,840,6
3169,1.0,0.0,0.0,1.0,0.0,0.0,4,841,7
3170,1.0,0.0,0.0,1.0,0.0,0.0,4,842,6
3171,1.0,0.0,0.0,1.0,0.0,0.0,4,843,5
3172,1.0,0.0,0.0,1.0,0.0,0.0,4,844,3
3173,1.0,0.0,0.0,1.0,0.0,0.0,4,845,6
3174,1.0,0.0,0.0,1.0,0.0,0.0,4,846,7
3175,1.0,0.0,0.0,1.0,0.0,0.0,4,847,3
3176,1.0,0.0,0.0,1.0,0.0,0.0,4,848,6
3177,1.0,0.0,0.0,1.0,0.0,0.0,4,849,2
3178,1.0,0.0,0.0,1.0,0.0,0.0,4,850,3
3179,1.0,0.0,0.0,1.0,0.0,0.0,4,851,3
3180,1.0,0.0,0.0,1.0,0.0,0.0,4,852,4
3181,1.0,0.0,0.0,1.0,0.0,0.0,4,854,4
3182,1.0,0.0,0.0,1.0,0.0,0.0,4,855,4
3183,1.0,0.0,0.0,1.0,0.0,0.0,4,856,2
3184,1.0,0.0,0.0,1.0,0.0,0.0,4,857,1
3185,1.0,0.0,0.0,1.0,0.0,0.0,4,858,3
3186,1.0,0.0,0.0,1.0,0.0,0.0,4,859,5
3187,1.0,0.0,0.0,1.0,0.0,0.0,4,860,1
3188,1.0,0.0,0.0,1.0,0.0,0.0,4,861,1
3189,1.0,0.0,0.0,1.0,0.0,0.0,4,862,3
3190,1.0,0.0,0.0,1.0,0.0,0.0,4,863,2
3191,1.0,0.0,0.0,1.0,0.0,0.0,4,864,1
3192,1.0,0.0,0.0,1.0,0.0,0.0,4,865,2
3193,1.0,0.0,0.0,1.0,0.0,0.0,4,867,2
3194,1.0,0.0,0.0,1.0,0.0,0.0,4,869,1
3195,1.0,0.0,0.0,1.0,0.0,0.0,4,871,1
3196,1.0,0.0,0.0,1.0,0.0,0.0,4,873,1
3197,1.0,0.0,0.0,1.0,0.0,0.0,4,877,1
3198,1.0,0.0,0.0,1.0,0.0,0.0,4,1021,4
3199,1.0,0.0,0.0,1.0,0.0,0.0,4,1022,6
3200,1.0,0.0,0.0,1.0,0.0,0.0,4,1023,6
3201,1.0,0.0,0.0,1.0,0.0,0.0,4,1024,3
3202,1.0,0.0,0.0,1.0,0.0,0.0,4,1025,6
3203,1.0,0.0,0.0,1.0,0.0,0.0,4,1026,7
3204,1.0,0.0,0.0,1.0,0.0,0.0,4,1027,3
3205,1.0,0.0,0.0,1.0,0.0,0.0,4,1028,4
3206,1.0,0.0,0.0,1.0,0.0,0.0,4,1029,3
3207,1.0,0.0,0.0,1.0,0.0,0.0,4,1030,4
3208,1.0,0.0,0.0,1.0,0.0,0.0,4,1031,12
3209,1.0,0.0,0.0,1.0,0.0,0.0,4,1032,3
3210,1.0,0.0,0.0,1.0,0.0,0.0,4,1033,7
3211,1.0,0.0,0.0,1.0,0.0,0.0,4,1034,5
3212,1.0,0.0,0.0,1.0,0.0,0.0,4,1035,16
3213,1.0,0.0,0.0,1.0,0.0,0.0,4,1036,9
3214,1.0,0.0,0.0,1.0,0.0,0.0,4,1037,2
3215,1.0,0.0,0.0,1.0,0.0,0.0,4,1038,6
3216,1.0,0.0,0.0,1.0,0.0,0.0,4,1039,8
3217,1.0,0.0,0.0,1.0,0.0,0.0,4,1040,8
3218,1.0,0.0,0.0,1.0,0.0,0.0,4,1041,10
3219,1.0,0.0,0.0,1.0,0.0,0.0,4,1042,8
3220,1.0,0.0,0.0,1.0,0.0,0.0,4,1043,12
3221,1.0,0.0,0.0,1.0,0.0,0.0,4,1044,5
3222,1.0,0.0,0.0,1.0,0.0,0.0,4,1045,6
3223,1.0,0.0,0.0,1.0,0.0,0.0,4,1046,6
3224,1.0,0.0,0.0,1.0,0.0,0.0,4,1047,4
3225,1.0,0.0,0.0,1.0,0.0,0.0,4,1048,11
3226,1.0,0.0,0.0,1.0,0.0,0.0,4,1049,8
3227,1.0,0.0,0.0,1.0,0.0,0.0,4,1050,7
3228,1.0,0.0,0.0,1.0,0.0,0.0,4,1051,1
3229,1.0,0.0,0.0,1.0,0.0,0.0,4,1052,6
3230,1.0,0.0,0.0,1.0,0.0,0.0,4,1053,1
3231,1.0,0.0,0.0,1.0,0.0,0.0,4,1054,10
3232,1.0,0.0,0.0,1.0,0.0,0.0,4,1055,9
3233,1.0,0.0,0.0,1.0,0.0,0.0,4,1056,9
3234,1.0,0.0,0.0,1.0,0.0,0.0,4,1057,6
3235,1.0,0.0,0.0,1.0,0.0,0.0,4,1058,9
3236,1.0,0.0,0.0,1.0,0.0,0.0,4,1059,11
3237,1.0,0.0,0.0,1.0,0.0,0.0,4,1060,13
3238,1.0,0.0,0.0,1.0,0.0,0.0,4,1061,13
3239,1.0,0.0,0.0,1.0,0.0,0.0,4,1062,10
3240,1.0,0.0,0.0,1.0,0.0,0.0,4,1063,7
3241,1.0,0.0,0.0,1.0,0.0,0.0,4,1064,11
3242,1.0,0.0,0.0,1.0,0.0,0.0,4,1065,10
3243,1.0,0.0,0.0,1.0,0.0,0.0,4,1066,5
3244,1.0,0.0,0.0,1.0,0.0,0.0,4,1067,16
3245,1.0,0.0,0.0,1.0,0.0,0.0,4,1068,6
3246,1.0,0.0,0.0,1.0,0.0,0.0,4,1069,4
3247,1.0,0.0,0.0,1.0,0.0,0.0,4,1070,6
3248,1.0,0.0,0.0,1.0,0.0,0.0,4,1071,4
3249,1.0,0.0,0.0,1.0,0.0,0.0,4,1072,10
3250,1.0,0.0,0.0,1.0,0.0,0.0,4,1073,2
3251,1.0,0.0,0.0,1.0,0.0,0.0,4,1074,5
3252,1.0,0.0,0.0,1.0,0.0,0.0,4,1075,7
3253,1.0,0.0,0.0,1.0,0.0,0.0,4,1076,8
3254,1.0,0.0,0.0,1.0,0.0,0.0,4,1077,2
3255,1.0,0.0,0.0,1.0,0.0,0.0,4,1078,4
3256,1.0,0.0,0.0,1.0,0.0,0.0,4,1079,2
3257,1.0,0.0,0.0,1.0,0.0,0.0,4,1080,2
3258,1.0,0.0,0.0,1.0,0.0,0.0,4,1081,2
3259,1.0,0.0,0.0,1.0,0.0,0.0,4,1082,5
3260,1.0,0.0,0.0,1.0,0.0,0.0,4,1083,2
3261,1.0,0.0,0.0,1.0,0.0,0.0,4,1084,1
3262,1.0,0.0,0.0,1.0,0.0,0.0,4,1085,1
3263,1.0,0.0,0.0,1.0,0.0,0.0,4,1086,1
3264,1.0,0.0,0.0,1.0,0.0,0.0,4,1087,1
3265,1.0,0.0,0.0,1.0,0.0,0.0,4,1091,4
3266,1.0,0.0,0.0,1.0,0.0,0.0,4,1201,2
3267,1.0,0.0,0.0,1.0,0.0,0.0,4,1202,3
3268,1.0,0.0,0.0,1.0,0.0,0.0,4,1203,4
3269,1.0,0.0,0.0,1.0,0.0,0.0,4,1204,5
3270,1.0,0.0,0.0,1.0,0.0,0.0,4,1205,6
3271,1.0,0.0,0.0,1.0,0.0,0.0,4,1206,4
3272,1.0,0.0,0.0,1.0,0.0,0.0,4,1207,6
3273,1.0,0.0,0.0,1.0,0.0,0.0,4,1208,4
3274,1.0,0.0,0.0,1.0,0.0,0.0,4,1209,4
3275,1.0,0.0,0.0,1.0,0.0,0.0,4,1210,12
3276,1.0,0.0,0.0,1.0,0.0,0.0,4,1211,6
3277,1.0,0.0,0.0,1.0,0.0,0.0,4,1212,5
3278,1.0,0.0,0.0,1.0,0.0,0.0,4,1213,11
3279,1.0,0.0,0.0,1.0,0.0,0.0,4,1214,6
3280,1.0,0.0,0.0,1.0,0.0,0.0,4,1215,15
3281,1.0,0.0,0.0,1.0,0.0,0.0,4,1216,11
3282,1.0,0.0,0.0,1.0,0.0,0.0,4,1217,9
3283,1.0,0.0,0.0,1.0,0.0,0.0,4,1218,7
3284,1.0,0.0,0.0,1.0,0.0,0.0,4,1219,6
3285,1.0,0.0,0.0,1.0,0.0,0.0,4,1220,6
3286,1.0,0.0,0.0,1.0,0.0,0.0,4,1221,6
3287,1.0,0.0,0.0,1.0,0.0,0.0,4,1222,10
3288,1.0,0.0,0.0,1.0,0.0,0.0,4,1223,6
3289,1.0,0.0,0.0,1.0,0.0,0.0,4,1224,3
3290,1.0,0.0,0.0,1.0,0.0,0.0,4,1225,8
3291,1.0,0.0,0.0,1.0,0.0,0.0,4,1226,6
3292,1.0,0.0,0.0,1.0,0.0,0.0,4,1227,7
3293,1.0,0.0,0.0,1.0,0.0,0.0,4,1228,8
3294,1.0,0.0,0.0,1.0,0.0,0.0,4,1229,6
3295,1.0,0.0,0.0,1.0,0.0,0.0,4,1230,4
3296,1.0,0.0,0.0,1.0,0.0,0.0,4,1231,5
3297,1.0,0.0,0.0,1.0,0.0,0.0,4,1232,11
3298,1.0,0.0,0.0,1.0,0.0,0.0,4,1233,13
3299,1.0,0.0,0.0,1.0,0.0,0.0,4,1234,3
3300,1.0,0.0,0.0,1.0,0.0,0.0,4,1235,6
3301,1.0,0.0,0.0,1.0,0.0,0.0,4,1236,6
3302,1.0,0.0,0.0,1.0,0.0,0.0,4,1237,2
3303,1.0,0.0,0.0,1.0,0.0,0.0,4,1238,5
3304,1.0,0.0,0.0,1.0,0.0,0.0,4,1239,2
3305,1.0,0.0,0.0,1.0,0.0,0.0,4,1240,4
3306,1.0,0.0,0.0,1.0,0.0,0.0,4,1241,6
3307,1.0,0.0,0.0,1.0,0.0,0.0,4,1242,7
3308,1.0,0.0,0.0,1.0,0.0,0.0,4,1243,6
3309,1.0,0.0,0.0,1.0,0.0,0.0,4,1244,10
3310,1.0,0.0,0.0,1.0,0.0,0.0,4,1245,5
3311,1.0,0.0,0.0,1.0,0.0,0.0,4,1246,6
3312,1.0,0.0,0.0,1.0,0.0,0.0,4,1247,6
3313,1.0,0.0,0.0,1.0,0.0,0.0,4,1248,4
3314,1.0,0.0,0.0,1.0,0.0,0.0,4,1249,6
3315,1.0,0.0,0.0,1.0,0.0,0.0,4,1250,8
3316,1.0,0.0,0.0,1.0,0.0,0.0,4,1251,5
3317,1.0,0.0,0.0,1.0,0.0,0.0,4,1252,5
3318,1.0,0.0,0.0,1.0,0.0,0.0,4,1253,3
3319,1.0,0.0,0.0,1.0,0.0,0.0,4,1254,2
3320,1.0,0.0,0.0,1.0,0.0,0.0,4,1255,4
3321,1.0,0.0,0.0,1.0,0.0,0.0,4,1256,9
3322,1.0,0.0,0.0,1.0,0.0,0.0,4,1257,9
3323,1.0,0.0,0.0,1.0,0.0,0.0,4,1258,8
3324,1.0,0.0,0.0,1.0,0.0,0.0,4,1259,6
3325,1.0,0.0,0.0,1.0,0.0,0.0,4,1260,5
3326,1.0,0.0,0.0,1.0,0.0,0.0,4,1261,7
3327,1.0,0.0,0.0,1.0,0.0,0.0,4,1262,5
3328,1.0,0.0,0.0,1.0,0.0,0.0,4,1263,7
3329,1.0,0.0,0.0,1.0,0.0,0.0,4,1264,4
3330,1.0,0.0,0.0,1.0,0.0,0.0,4,1265,7
3331,1.0,0.0,0.0,1.0,0.0,0.0,4,1266,2
3332,1.0,0.0,0.0,1.0,0.0,0.0,4,1267,4
3333,1.0,0.0,0.0,1.0,0.0,0.0,4,1268,7
3334,1.0,0.0,0.0,1.0,0.0,0.0,4,1269,4
3335,1.0,0.0,0.0,1.0,0.0,0.0,4,1270,3
3336,1.0,0.0,0.0,1.0,0.0,0.0,4,1271,6
3337,1.0,0.0,0.0,1.0,0.0,0.0,4,1272,7
3338,1.0,0.0,0.0,1.0,0.0,0.0,4,1273,6
3339,1.0,0.0,0.0,1.0,0.0,0.0,4,1274,9
3340,1.0,0.0,0.0,1.0,0.0,0.0,4,1275,2
3341,1.0,0.0,0.0,1.0,0.0,0.0,4,1276,9
3342,1.0,0.0,0.0,1.0,0.0,0.0,4,1277,4
3343,1.0,0.0,0.0,1.0,0.0,0.0,4,1278,7
3344,1.0,0.0,0.0,1.0,0.0,0.0,4,1279,3
3345,1.0,0.0,0.0,1.0,0.0,0.0,4,1280,5
3346,1.0,0.0,0.0,1.0,0.0,0.0,4,1281,8
3347,1.0,0.0,0.0,1.0,0.0,0.0,4,1282,6
3348,1.0,0.0,0.0,1.0,0.0,0.0,4,1283,7
3349,1.0,0.0,0.0,1.0,0.0,0.0,4,1284,3
3350,1.0,0.0,0.0,1.0,0.0,0.0,4,1285,4
3351,1.0,0.0,0.0,1.0,0.0,0.0,4,1286,2
3352,1.0,0.0,0.0,1.0,0.0,0.0,4,1287,5
3353,1.0,0.0,0.0,1.0,0.0,0.0,4,1288,2
3354,1.0,0.0,0.0,1.0,0.0,0.0,4,1289,5
3355,1.0,0.0,0.0,1.0,0.0,0.0,4,1290,3
3356,1.0,0.0,0.0,1.0,0.0,0.0,4,1291,5
3357,1.0,0.0,0.0,1.0,0.0,0.0,4,1292,6
3358,1.0,0.0,0.0,1.0,0.0,0.0,4,1293,7
3359,1.0,0.0,0.0,1.0,0.0,0.0,4,1294,4
3360,1.0,0.0,0.0,1.0,0.0,0.0,4,1295,5
3361,1.0,0.0,0.0,1.0,0.0,0.0,4,1297,4
3362,1.0,0.0,0.0,1.0,0.0,0.0,4,1298,1
3363,1.0,0.0,0.0,1.0,0.0,0.0,4,1299,4
3364,1.0,0.0,0.0,1.0,0.0,0.0,4,1300,5
3365,1.0,0.0,0.0,1.0,0.0,0.0,4,1301,1
3366,1.0,0.0,0.0,1.0,0.0,0.0,4,1302,2
3367,1.0,0.0,0.0,1.0,0.0,0.0,4,1303,3
3368,1.0,0.0,0.0,1.0,0.0,0.0,4,1304,3
3369,1.0,0.0,0.0,1.0,0.0,0.0,4,1305,2
3370,1.0,0.0,0.0,1.0,0.0,0.0,4,1307,3
3371,1.0,0.0,0.0,1.0,0.0,0.0,4,1308,2
3372,1.0,0.0,0.0,1.0,0.0,0.0,4,1309,3
3373,1.0,0.0,0.0,1.0,0.0,0.0,4,1310,1
3374,1.0,0.0,0.0,1.0,0.0,0.0,4,1311,3
3375,1.0,0.0,0.0,1.0,0.0,0.0,4,1312,1
3376,1.0,0.0,0.0,1.0,0.0,0.0,4,1313,3
3377,1.0,0.0,0.0,1.0,0.0,0.0,4,1314,1
3378,1.0,0.0,0.0,1.0,0.0,0.0,4,1315,1
3379,1.0,0.0,0.0,1.0,0.0,0.0,4,1318,1
3380,1.0,0.0,0.0,1.0,0.0,0.0,4,1324,1
3381,1.0,0.0,0.0,1.0,0.0,0.0,4,1325,5
3382,1.0,0.0,0.0,1.0,0.0,0.0,4,1329,1
3383,1.0,0.0,0.0,1.0,0.0,0.0,4,1331,1
3384,1.0,0.0,0.0,1.0,0.0,0.0,4,1332,2
3385,1.0,0.0,0.0,1.0,0.0,0.0,4,1334,2
3386,1.0,0.0,0.0,1.0,0.0,0.0,4,1338,1
3387,1.0,0.0,0.0,0.0,1.0,0.0,4,748,1
3388,1.0,0.0,0.0,0.0,1.0,0.0,4,750,2
3389,1.0,0.0,0.0,0.0,1.0,0.0,4,751,8
3390,1.0,0.0,0.0,0.0,1.0,0.0,4,752,17
3391,1.0,0.0,0.0,0.0,1.0,0.0,4,753,3
3392,1.0,0.0,0.0,0.0,1.0,0.0,4,754,4
3393,1.0,0.0,0.0,0.0,1.0,0.0,4,755,8
3394,1.0,0.0,0.0,0.0,1.0,0.0,4,756,8
3395,1.0,0.0,0.0,0.0,1.0,0.0,4,757,5
3396,1.0,0.0,0.0,0.0,1.0,0.0,4,758,8
3397,1.0,0.0,0.0,0.0,1.0,0.0,4,759,13
3398,1.0,0.0,0.0,0.0,1.0,0.0,4,760,15
